Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Loughman, A.","name: Loughman, A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Langford, C. F.","name: Langford, C. F. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Miller, E.","name: Miller, E. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Mellor, F.","name: Mellor, F. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Morgan, G. T.","name: Morgan, G. T. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Mackay, F. S.","name: Mackay, F. S. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Matthews, A.","name: Matthews, A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"M'Crindie, W. A.","name: M'Crindie, W. A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"M'Farlane, P.","name: M'Farlane, P. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"M'Curcheon, A.","name: M'Curcheon, A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Pease, G.","name: Pease, G. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Pincus, S.","name: Pincus, S. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Kendle, Samuel","name: Kendle, Samuel | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Rowe, R. T.","name: Rowe, R. T. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Rice, E. J.","name: Rice, E. J. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,Ralph H. J.,name: Ralph H. J. | part_or_instrument: First Bass,Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Slade, H.","name: Slade, H. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Smith, Joshua","name: Smith, Joshua | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Stillwell, H. S.","name: Stillwell, H. S. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Tainsh, W. A.","name: Tainsh, W. A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Templeton, T. H.","name: Templeton, T. H. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Thompson, R. L.","name: Thompson, R. L. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Thomson, W. C.","name: Thomson, W. C. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Thompson, R. H.","name: Thompson, R. H. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Whitehead, F. S.","name: Whitehead, F. S. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Whitehead, A. E.","name: Whitehead, A. E. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Wilson, E. L.","name: Wilson, E. L. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Wood, H. Y.","name: Wood, H. Y. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Wilcox, W.","name: Wilcox, W. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Weir, A. J.","name: Weir, A. J. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"2nd Basses.

Tipton, R. B.
(Captain)","name: Tipton, R. B. (Captain) | part_or_instrument: Second Bass",Part normalized from section header.
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Adcock, J.","name: Adcock, J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bona, E.","name: Bona, E. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Brown, G. H.","name: Brown, G. H. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bowden, W. J.","name: Bowden, W. J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bishop, A. P.","name: Bishop, A. P. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Berry, Alfd.","name: Berry, Alfd. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bayley, J. H.","name: Bayley, J. H. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Black, J. E.","name: Black, J. E. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Blanchard, J.","name: Blanchard, J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Buhler, F. L.","name: Buhler, F. L. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Church, S. W.","name: Church, S. W. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Crump, A. R.","name: Crump, A. R. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Davies, H.","name: Davies, H. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Drew, W.","name: Drew, W. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Deakes, A. J.","name: Deakes, A. J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Felstead, H. J.","name: Felstead, H. J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Frankland, J.","name: Frankland, J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Forster, W. T.","name: Forster, W. T. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Goad, W.","name: Goad, W. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Goode, W.","name: Goode, W. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hynes, H. C.","name: Hynes, H. C. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Harvey, N. K.","name: Harvey, N. K. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Jones, Walter","name: Jones, Walter | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Lee, H. M.","name: Lee, H. M. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Lewis, W. E.","name: Lewis, W. E. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Moran, Jas.","name: Moran, Jas. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Moore, E. A.","name: Moore, E. A. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Murray, Dr. H. L.","name: Murray, Dr. H. L. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Morgan, H. E.","name: Morgan, H. E. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Millar, R.","name: Millar, R. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Manton, G. J.","name: Manton, G. J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Murray, N.","name: Murray, N. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"McEwen, H. S.","name: McEwen, H. S. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"M'Lean, A. W.","name: M'Lean, A. W. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Newbury, C. R.","name: Newbury, C. R. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Nicholson, R. G.","name: Nicholson, R. G. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Pepper, F.","name: Pepper, F. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Perry, S. J.","name: Perry, S. J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Patterson, R.","name: Patterson, R. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Patrick, W.","name: Patrick, W. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Rashleigh, W. F.","name: Rashleigh, W. F. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Stewart, A.","name: Stewart, A. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Sturrock, J.","name: Sturrock, J. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Samuels, J. W.","name: Samuels, J. W. | part_or_instrument: Second Bass",Part normalized from section header '2nd Basses.'
